question,worker,answer
clueweb09-en0002-80-35957,w108,1
clueweb09-en0002-80-35957,w121,0
clueweb09-en0002-75-21862,w101,1
clueweb09-en0002-75-21862,w551,1
clueweb09-en0001-46-32103,w13,1
clueweb09-en0001-46-32103,w108,1
clueweb09-en0008-82-27809,w102,0
clueweb09-en0008-82-27809,w124,1
clueweb09-en0004-42-31200,w304,1
clueweb09-en0004-42-31200,w236,0
clueweb09-en0004-42-31202,w108,1
clueweb09-en0004-42-31202,w280,0
clueweb09-en0000-87-34014,w343,0
clueweb09-en0000-87-34014,w528,0
clueweb09-en0007-83-13773,w108,1
clueweb09-en0007-83-13773,w496,1
clueweb09-en0008-83-11928,w124,1
clueweb09-en0008-83-11928,w215,0
clueweb09-en0000-55-09365,w495,1
clueweb09-en0000-55-09365,w423,1
clueweb09-enwp00-51-04994,w2,0
clueweb09-enwp00-51-04994,w20,1
clueweb09-en0001-53-04817,w358,0
clueweb09-en0001-53-04817,w105,1
clueweb09-enwp03-30-14611,w48,1
clueweb09-enwp03-30-14611,w675,0
clueweb09-en0007-24-16724,w2,0
clueweb09-en0007-24-16724,w1,1
clueweb09-en0007-24-16725,w8,1
clueweb09-en0007-24-16725,w12,1
clueweb09-en0004-67-01804,w678,1
clueweb09-en0004-67-01804,w674,1
clueweb09-en0004-75-34103,w108,1
clueweb09-en0004-75-34103,w102,0
clueweb09-en0007-24-16722,w7,1
clueweb09-en0007-24-16722,w1,1
clueweb09-en0007-24-16723,w3,0
clueweb09-en0007-24-16723,w10,1
clueweb09-en0002-44-02007,w108,1
clueweb09-en0002-44-02007,w103,1
clueweb09-en0004-67-01809,w672,1
clueweb09-en0004-67-01809,w589,1
clueweb09-en0000-72-08577,w108,1
clueweb09-en0000-72-08577,w617,0
clueweb09-en0006-64-10535,w2,1
clueweb09-en0006-64-10535,w358,1
clueweb09-en0011-59-22159,w305,0
clueweb09-en0011-59-22159,w108,1
clueweb09-en0010-85-05105,w623,0
clueweb09-en0010-85-05105,w588,0
clueweb09-en0006-88-15806,w108,1
clueweb09-en0006-88-15806,w325,0
clueweb09-en0000-08-10774,w108,0
clueweb09-en0000-08-10774,w99,0
clueweb09-en0000-08-10772,w121,0
clueweb09-en0000-08-10772,w25,1
clueweb09-en0000-08-10773,w115,1
clueweb09-en0000-08-10773,w114,1
clueweb09-en0000-08-10770,w115,1
clueweb09-en0000-08-10770,w122,1
clueweb09-en0000-08-10771,w121,0
clueweb09-en0000-08-10771,w102,0
clueweb09-en0008-38-12998,w625,0
clueweb09-en0008-38-12998,w632,1
clueweb09-en0009-74-30437,w231,1
clueweb09-en0009-74-30437,w166,1
clueweb09-en0010-83-16747,w684,1
clueweb09-en0010-83-16747,w589,1
clueweb09-enwp00-83-01997,w12,1
clueweb09-enwp00-83-01997,w3,1
clueweb09-enwp01-32-07403,w102,0
clueweb09-enwp01-32-07403,w106,0
clueweb09-en0005-20-01556,w694,0
clueweb09-en0005-20-01556,w682,0
clueweb09-enwp00-93-23328,w6,0
clueweb09-enwp00-93-23328,w3,0
clueweb09-en0000-10-13052,w101,1
clueweb09-en0000-10-13052,w518,0
clueweb09-enwp01-51-09059,w696,1
clueweb09-enwp01-51-09059,w688,1
clueweb09-en0010-89-22646,w36,1
clueweb09-en0010-89-22646,w35,1
clueweb09-en0001-28-23732,w109,1
clueweb09-en0001-28-23732,w223,1
clueweb09-en0009-35-21247,w3,1
clueweb09-en0009-35-21247,w1,1
clueweb09-en0011-57-18113,w278,1
clueweb09-en0011-57-18113,w420,1
clueweb09-enwp01-69-11963,w717,0
clueweb09-enwp01-69-11963,w118,0
clueweb09-enwp01-69-11962,w688,0
clueweb09-enwp01-69-11962,w675,0
clueweb09-en0002-70-05960,w672,1
clueweb09-en0002-70-05960,w682,0
clueweb09-en0010-03-30919,w421,0
clueweb09-en0010-03-30919,w425,1
clueweb09-en0007-67-13316,w32,1
clueweb09-en0007-67-13316,w617,1
clueweb09-enwp01-15-02237,w302,1
clueweb09-enwp01-15-02237,w324,1
clueweb09-enwp01-52-08571,w121,1
clueweb09-enwp01-52-08571,w7,0
clueweb09-en0007-79-39213,w356,1
clueweb09-en0007-79-39213,w238,0
clueweb09-en0009-79-17908,w358,0
clueweb09-en0009-79-17908,w280,0
clueweb09-en0007-88-32463,w682,1
clueweb09-en0007-88-32463,w589,1
clueweb09-en0005-56-33061,w394,1
clueweb09-en0005-56-33061,w330,1
clueweb09-en0006-95-29544,w493,1
clueweb09-en0006-95-29544,w521,1
clueweb09-en0001-77-03887,w110,1
clueweb09-en0001-77-03887,w101,1
clueweb09-en0002-61-32272,w108,1
clueweb09-en0002-61-32272,w151,1
clueweb09-en0001-99-03420,w102,0
clueweb09-en0001-99-03420,w101,1
clueweb09-en0009-29-28482,w363,1
clueweb09-en0009-29-28482,w352,1
clueweb09-en0000-85-17997,w103,1
clueweb09-en0000-85-17997,w151,1
clueweb09-en0005-34-07382,w108,1
clueweb09-en0005-34-07382,w343,1
clueweb09-enwp01-97-13479,w103,1
clueweb09-enwp01-97-13479,w127,1
clueweb09-en0003-51-19478,w759,1
clueweb09-en0003-51-19478,w589,0
clueweb09-enwp02-29-03030,w672,1
clueweb09-enwp02-29-03030,w589,0
clueweb09-en0003-60-09439,w675,0
clueweb09-en0003-60-09439,w689,1
clueweb09-en0001-37-06221,w704,0
clueweb09-en0001-37-06221,w589,0
clueweb09-enwp01-26-04140,w675,0
clueweb09-enwp01-26-04140,w495,1
clueweb09-en0000-85-17998,w101,1
clueweb09-en0000-85-17998,w108,1
clueweb09-enwp00-14-16598,w101,1
clueweb09-enwp00-14-16598,w112,1
clueweb09-en0000-38-08262,w679,1
clueweb09-en0000-38-08262,w265,1
clueweb09-en0001-22-24864,w339,0
clueweb09-en0001-22-24864,w403,1
clueweb09-en0010-28-39876,w475,1
clueweb09-en0010-28-39876,w518,1
clueweb09-en0010-84-12245,w493,1
clueweb09-en0010-84-12245,w280,1
clueweb09-en0001-18-31992,w185,0
clueweb09-en0001-18-31992,w101,1
clueweb09-en0009-28-08074,w497,1
clueweb09-en0009-28-08074,w101,1
clueweb09-en0000-01-12091,w2,0
clueweb09-en0000-01-12091,w3,0
clueweb09-en0004-36-26821,w106,0
clueweb09-en0004-36-26821,w25,1
clueweb09-en0007-94-02033,w101,1
clueweb09-en0007-94-02033,w131,1
clueweb09-en0008-30-41469,w195,1
clueweb09-en0008-30-41469,w197,1
clueweb09-en0005-54-07125,w6,0
clueweb09-en0005-54-07125,w3,0
clueweb09-en0007-84-21364,w108,1
clueweb09-en0007-84-21364,w101,1
clueweb09-en0009-71-23797,w358,1
clueweb09-en0009-71-23797,w32,1
clueweb09-en0007-62-38152,w152,1
clueweb09-en0007-62-38152,w330,1
clueweb09-en0003-37-08109,w25,1
clueweb09-en0003-37-08109,w101,1
clueweb09-en0007-62-38156,w420,0
clueweb09-en0007-62-38156,w131,0
clueweb09-enwp01-76-05535,w696,1
clueweb09-enwp01-76-05535,w682,1
clueweb09-en0003-80-13988,w672,1
clueweb09-en0003-80-13988,w680,1
clueweb09-en0011-63-14109,w660,0
clueweb09-en0011-63-14109,w608,1
clueweb09-en0003-49-30622,w682,0
clueweb09-en0003-49-30622,w118,0
clueweb09-en0003-22-25305,w102,0
clueweb09-en0003-22-25305,w108,1
clueweb09-en0009-65-24357,w475,1
clueweb09-en0009-65-24357,w394,1
clueweb09-en0009-55-02316,w101,1
clueweb09-en0009-55-02316,w578,1
clueweb09-en0008-31-31191,w2,1
clueweb09-en0008-31-31191,w4,1
clueweb09-en0008-58-31617,w682,1
clueweb09-en0008-58-31617,w118,1
clueweb09-en0009-95-35768,w1,1
clueweb09-en0009-95-35768,w3,1
clueweb09-enwp00-06-20027,w2,1
clueweb09-enwp00-06-20027,w518,1
clueweb09-en0009-45-25270,w102,0
clueweb09-en0009-45-25270,w149,0
clueweb09-enwp00-10-10062,w101,1
clueweb09-enwp00-10-10062,w488,0
clueweb09-en0004-34-15400,w278,0
clueweb09-en0004-34-15400,w108,1
clueweb09-en0008-30-30823,w108,1
clueweb09-en0008-30-30823,w109,1
clueweb09-en0005-14-11527,w726,1
clueweb09-en0005-14-11527,w682,0
clueweb09-en0002-30-08468,w115,0
clueweb09-en0002-30-08468,w102,0
clueweb09-en0005-80-02555,w13,0
clueweb09-en0005-80-02555,w582,1
clueweb09-en0002-57-37082,w679,1
clueweb09-en0002-57-37082,w28,1
clueweb09-en0000-66-07222,w518,1
clueweb09-en0000-66-07222,w518,1
clueweb09-en0007-11-30630,w118,1
clueweb09-en0007-11-30630,w685,1
clueweb09-en0006-82-05833,w20,1
clueweb09-en0006-82-05833,w3,1
clueweb09-en0005-88-06410,w679,1
clueweb09-en0005-88-06410,w720,1
clueweb09-enwp01-22-04463,w394,1
clueweb09-enwp01-22-04463,w18,0
clueweb09-enwp01-90-18289,w363,1
clueweb09-enwp01-90-18289,w343,1
clueweb09-en0002-02-25289,w197,1
clueweb09-en0002-02-25289,w103,1
clueweb09-en0008-58-13183,w380,1
clueweb09-en0008-58-13183,w518,1
clueweb09-en0004-80-10429,w108,1
clueweb09-en0004-80-10429,w363,1
clueweb09-en0009-06-09149,w102,0
clueweb09-en0009-06-09149,w202,1
clueweb09-en0006-85-33194,w1,1
clueweb09-en0006-85-33194,w8,1
clueweb09-en0005-69-32267,w593,1
clueweb09-en0005-69-32267,w518,0
clueweb09-en0010-44-22927,w101,1
clueweb09-en0010-44-22927,w364,1
clueweb09-en0001-65-22664,w589,1
clueweb09-en0001-65-22664,w153,1
clueweb09-enwp03-32-23122,w674,1
clueweb09-enwp03-32-23122,w712,1
clueweb09-en0006-85-33191,w1,1
clueweb09-en0006-85-33191,w3,0
clueweb09-en0002-74-18689,w488,0
clueweb09-en0002-74-18689,w326,0
clueweb09-en0003-14-05512,w121,0
clueweb09-en0003-14-05512,w153,0
clueweb09-en0009-91-04086,w269,1
clueweb09-en0009-91-04086,w13,0
clueweb09-en0000-33-06728,w690,1
clueweb09-en0000-33-06728,w696,1
clueweb09-en0007-26-02115,w3,1
clueweb09-en0007-26-02115,w12,1
clueweb09-enwp00-47-25169,w3,1
clueweb09-enwp00-47-25169,w12,1
clueweb09-en0009-07-36027,w102,0
clueweb09-en0009-07-36027,w142,1
clueweb09-en0005-17-19372,w3,0
clueweb09-en0005-17-19372,w62,0
clueweb09-en0005-17-19373,w3,0
clueweb09-en0005-17-19373,w90,1
clueweb09-en0005-17-19374,w3,0
clueweb09-en0005-17-19374,w4,1
clueweb09-en0002-09-03822,w730,0
clueweb09-en0002-09-03822,w160,0
clueweb09-enwp01-89-10602,w32,0
clueweb09-enwp01-89-10602,w205,1
clueweb09-en0000-56-04197,w208,1
clueweb09-en0000-56-04197,w425,1
clueweb09-en0005-37-26749,w272,1
clueweb09-en0005-37-26749,w519,0
clueweb09-en0006-25-23790,w712,0
clueweb09-en0006-25-23790,w751,1
clueweb09-enwp01-85-07520,w464,0
clueweb09-enwp01-85-07520,w140,1
clueweb09-en0005-88-17305,w529,0
clueweb09-en0005-88-17305,w488,0
clueweb09-en0002-84-21627,w101,1
clueweb09-en0002-84-21627,w102,0
clueweb09-en0004-00-01975,w102,0
clueweb09-en0004-00-01975,w101,1
clueweb09-en0007-44-33119,w658,1
clueweb09-en0007-44-33119,w101,1
clueweb09-enwp01-57-09670,w118,0
clueweb09-enwp01-57-09670,w690,0
clueweb09-enwp00-21-01244,w151,1
clueweb09-enwp00-21-01244,w108,1
clueweb09-en0008-83-28345,w57,1
clueweb09-en0008-83-28345,w1,1
clueweb09-en0008-83-28344,w1,1
clueweb09-en0008-83-28344,w2,1
clueweb09-en0010-22-23199,w124,1
clueweb09-en0010-22-23199,w101,1
clueweb09-en0007-15-33362,w108,1
clueweb09-en0007-15-33362,w140,1
clueweb09-en0002-85-18216,w108,1
clueweb09-en0002-85-18216,w113,1
clueweb09-enwp00-03-19812,w581,1
clueweb09-enwp00-03-19812,w76,1
clueweb09-en0010-44-17687,w108,1
clueweb09-en0010-44-17687,w475,1
clueweb09-en0004-19-08667,w683,1
clueweb09-en0004-19-08667,w118,0
clueweb09-en0002-12-03947,w158,0
clueweb09-en0002-12-03947,w715,0
clueweb09-en0011-62-15315,w495,1
clueweb09-en0011-62-15315,w680,1
clueweb09-en0001-25-04383,w102,0
clueweb09-en0001-25-04383,w101,1
clueweb09-en0004-01-33074,w121,0
clueweb09-en0004-01-33074,w103,1
clueweb09-enwp02-05-02568,w25,0
clueweb09-enwp02-05-02568,w2,1
clueweb09-en0007-48-19920,w105,1
clueweb09-en0007-48-19920,w140,1
clueweb09-enwp00-37-12840,w675,0
clueweb09-enwp00-37-12840,w28,0
clueweb09-en0007-62-38164,w208,1
clueweb09-en0007-62-38164,w527,0
clueweb09-enwp01-18-19644,w209,0
clueweb09-enwp01-18-19644,w363,1
clueweb09-enwp01-12-06324,w113,0
clueweb09-enwp01-12-06324,w118,1
clueweb09-en0005-79-00451,w293,1
clueweb09-en0005-79-00451,w102,0
clueweb09-en0011-73-34816,w685,1
clueweb09-en0011-73-34816,w682,1
clueweb09-en0006-88-18508,w589,1
clueweb09-en0006-88-18508,w118,1
clueweb09-en0007-32-10026,w164,1
clueweb09-en0007-32-10026,w102,0
clueweb09-enwp01-75-01067,w618,1
clueweb09-enwp01-75-01067,w305,1
clueweb09-en0008-90-04085,w602,1
clueweb09-en0008-90-04085,w238,1
clueweb09-en0006-68-04085,w685,1
clueweb09-en0006-68-04085,w589,1
clueweb09-en0008-90-04083,w101,1
clueweb09-en0008-90-04083,w108,1
clueweb09-en0007-32-32862,w101,1
clueweb09-en0007-32-32862,w124,1
clueweb09-en0005-03-06526,w475,1
clueweb09-en0005-03-06526,w394,1
clueweb09-en0000-32-20380,w1,1
clueweb09-en0000-32-20380,w3,0
clueweb09-en0003-82-27809,w112,1
clueweb09-en0003-82-27809,w280,1
clueweb09-en0003-82-27808,w108,1
clueweb09-en0003-82-27808,w236,0
clueweb09-enwp00-48-24822,w2,1
clueweb09-enwp00-48-24822,w60,1
clueweb09-en0000-99-12297,w488,0
clueweb09-en0000-99-12297,w108,1
clueweb09-en0000-71-00364,w196,0
clueweb09-en0000-71-00364,w102,0
clueweb09-en0001-13-26064,w275,1
clueweb09-en0001-13-26064,w538,1
clueweb09-en0009-67-29912,w326,0
clueweb09-en0009-67-29912,w519,1
clueweb09-en0004-29-40283,w108,1
clueweb09-en0004-29-40283,w102,0
clueweb09-en0002-78-30926,w153,1
clueweb09-en0002-78-30926,w497,1
clueweb09-enwp02-27-04410,w121,0
clueweb09-enwp02-27-04410,w679,1
clueweb09-en0005-08-29722,w100,0
clueweb09-en0005-08-29722,w102,0
clueweb09-en0005-08-29723,w102,0
clueweb09-en0005-08-29723,w124,1
clueweb09-en0004-85-11703,w108,1
clueweb09-en0004-85-11703,w32,0
clueweb09-en0005-08-29726,w102,0
clueweb09-en0005-08-29726,w100,1
clueweb09-en0006-43-07251,w592,1
clueweb09-en0006-43-07251,w101,1
clueweb09-en0005-08-29724,w102,0
clueweb09-en0005-08-29724,w103,1
clueweb09-en0004-54-00185,w103,1
clueweb09-en0004-54-00185,w124,1
clueweb09-en0002-05-02107,w183,0
clueweb09-en0002-05-02107,w113,1
clueweb09-en0005-25-32678,w3,1
clueweb09-en0005-25-32678,w51,1
clueweb09-enwp00-06-01861,w106,1
clueweb09-enwp00-06-01861,w249,1
clueweb09-en0011-11-34428,w32,1
clueweb09-en0011-11-34428,w518,1
clueweb09-en0003-51-19379,w589,1
clueweb09-en0003-51-19379,w685,1
clueweb09-en0007-01-24903,w140,1
clueweb09-en0007-01-24903,w103,1
clueweb09-en0006-37-23085,w103,0
clueweb09-en0006-37-23085,w211,1
clueweb09-en0001-83-17895,w486,1
clueweb09-en0001-83-17895,w103,0
clueweb09-enwp00-59-12156,w675,0
clueweb09-enwp00-59-12156,w682,0
clueweb09-enwp00-48-12192,w108,1
clueweb09-enwp00-48-12192,w102,0
clueweb09-en0001-70-15352,w118,1
clueweb09-en0001-70-15352,w100,0
clueweb09-en0004-29-19619,w6,1
clueweb09-en0004-29-19619,w1,1
clueweb09-en0004-77-32897,w343,1
clueweb09-en0004-77-32897,w101,1
clueweb09-enwp01-67-09360,w162,1
clueweb09-enwp01-67-09360,w25,1
clueweb09-en0001-58-07838,w113,1
clueweb09-en0001-58-07838,w101,1
clueweb09-en0001-86-29403,w493,0
clueweb09-en0001-86-29403,w305,0
clueweb09-en0001-79-28999,w672,1
clueweb09-en0001-79-28999,w715,1
clueweb09-enwp00-57-04014,w32,1
clueweb09-enwp00-57-04014,w488,1
clueweb09-en0011-39-00162,w179,0
clueweb09-en0011-39-00162,w118,0
clueweb09-en0001-79-28996,w589,1
clueweb09-en0001-79-28996,w63,1
clueweb09-en0000-41-16316,w189,1
clueweb09-en0000-41-16316,w151,1
clueweb09-en0001-48-02325,w121,0
clueweb09-en0001-48-02325,w108,1
clueweb09-en0000-61-33297,w103,0
clueweb09-en0000-61-33297,w296,0
clueweb09-en0000-61-33296,w363,1
clueweb09-en0000-61-33296,w236,1
clueweb09-enwp02-01-08549,w278,1
clueweb09-enwp02-01-08549,w339,1
clueweb09-en0006-05-01634,w108,1
clueweb09-en0006-05-01634,w545,0
clueweb09-enwp01-01-05356,w294,1
clueweb09-enwp01-01-05356,w403,1
clueweb09-en0009-86-01892,w102,0
clueweb09-en0009-86-01892,w101,1
clueweb09-enwp02-01-15354,w101,1
clueweb09-enwp02-01-15354,w108,1
clueweb09-en0005-93-39514,w164,0
clueweb09-en0005-93-39514,w355,1
clueweb09-en0000-81-11163,w101,1
clueweb09-en0000-81-11163,w394,1
clueweb09-enwp01-13-22103,w685,1
clueweb09-enwp01-13-22103,w704,1
clueweb09-en0000-63-16344,w394,1
clueweb09-en0000-63-16344,w108,1
clueweb09-en0000-63-16345,w695,0
clueweb09-en0000-63-16345,w680,1
clueweb09-en0000-76-17967,w108,1
clueweb09-en0000-76-17967,w452,1
clueweb09-en0008-65-22368,w503,1
clueweb09-en0008-65-22368,w121,1
clueweb09-en0001-57-11602,w103,1
clueweb09-en0001-57-11602,w305,0
clueweb09-enwp00-58-08695,w589,1
clueweb09-enwp00-58-08695,w739,1
clueweb09-en0001-09-22999,w108,1
clueweb09-en0001-09-22999,w236,1
clueweb09-en0002-82-25197,w279,0
clueweb09-en0002-82-25197,w103,1
clueweb09-en0001-17-15996,w101,1
clueweb09-en0001-17-15996,w221,0
clueweb09-en0000-29-03389,w682,1
clueweb09-en0000-29-03389,w688,1
clueweb09-enwp01-14-12836,w102,0
clueweb09-enwp01-14-12836,w136,1
clueweb09-en0001-85-20640,w152,1
clueweb09-en0001-85-20640,w519,1
clueweb09-en0011-13-07203,w140,1
clueweb09-en0011-13-07203,w108,1
clueweb09-en0009-14-24742,w275,1
clueweb09-en0009-14-24742,w459,1
clueweb09-en0009-14-24743,w275,0
clueweb09-en0009-14-24743,w101,1
clueweb09-en0004-88-23355,w185,0
clueweb09-en0004-88-23355,w32,1
clueweb09-en0004-21-09258,w3,1
clueweb09-en0004-21-09258,w19,1
clueweb09-en0003-84-27034,w142,1
clueweb09-en0003-84-27034,w101,1
clueweb09-en0008-07-16445,w108,1
clueweb09-en0008-07-16445,w405,0
clueweb09-en0001-25-16469,w113,0
clueweb09-en0001-25-16469,w102,0
clueweb09-en0004-30-30320,w518,1
clueweb09-en0004-30-30320,w394,1
clueweb09-en0004-24-15181,w622,1
clueweb09-en0004-24-15181,w504,1
clueweb09-en0009-52-08663,w197,1
clueweb09-en0009-52-08663,w108,1
clueweb09-enwp01-21-06870,w680,1
clueweb09-enwp01-21-06870,w679,0
clueweb09-en0010-89-32136,w518,0
clueweb09-en0010-89-32136,w152,0
clueweb09-en0009-64-30314,w589,1
clueweb09-en0009-64-30314,w688,0
clueweb09-en0009-04-28463,w102,0
clueweb09-en0009-04-28463,w100,1
clueweb09-en0009-91-14681,w108,1
clueweb09-en0009-91-14681,w101,1
clueweb09-en0006-82-17467,w305,1
clueweb09-en0006-82-17467,w497,1
clueweb09-en0004-24-15185,w115,1
clueweb09-en0004-24-15185,w488,1
clueweb09-en0005-01-10311,w519,0
clueweb09-en0005-01-10311,w617,1
clueweb09-enwp01-80-20038,w679,0
clueweb09-enwp01-80-20038,w721,0
clueweb09-en0000-62-23904,w108,1
clueweb09-en0000-62-23904,w256,1
clueweb09-en0002-85-06836,w121,0
clueweb09-en0002-85-06836,w108,1
clueweb09-en0007-48-27569,w394,1
clueweb09-en0007-48-27569,w394,1
clueweb09-en0005-30-16889,w278,1
clueweb09-en0005-30-16889,w267,1
clueweb09-en0002-60-26043,w192,0
clueweb09-en0002-60-26043,w108,1
clueweb09-enwp01-33-00343,w238,1
clueweb09-enwp01-33-00343,w305,0
clueweb09-en0005-44-07164,w102,0
clueweb09-en0005-44-07164,w140,1
clueweb09-en0002-15-02024,w633,1
clueweb09-en0002-15-02024,w152,0
clueweb09-en0011-63-30689,w459,1
clueweb09-en0011-63-30689,w108,1
clueweb09-en0011-63-30688,w197,0
clueweb09-en0011-63-30688,w459,1
clueweb09-en0011-15-10025,w77,1
clueweb09-en0011-15-10025,w73,1
clueweb09-en0007-48-31680,w185,1
clueweb09-en0007-48-31680,w236,1
clueweb09-en0005-23-16753,w497,0
clueweb09-en0005-23-16753,w394,0
clueweb09-en0011-63-30687,w458,1
clueweb09-en0011-63-30687,w108,1
clueweb09-en0005-52-20219,w519,1
clueweb09-en0005-52-20219,w629,0
clueweb09-enwp00-17-00002,w117,1
clueweb09-enwp00-17-00002,w118,1
clueweb09-en0008-12-01587,w592,0
clueweb09-en0008-12-01587,w101,1
clueweb09-en0010-86-02525,w236,0
clueweb09-en0010-86-02525,w431,1
clueweb09-en0004-31-10970,w170,0
clueweb09-en0004-31-10970,w589,0
clueweb09-en0008-15-27380,w118,1
clueweb09-en0008-15-27380,w688,0
clueweb09-en0000-28-16458,w647,1
clueweb09-en0000-28-16458,w192,1
clueweb09-en0006-35-24908,w100,1
clueweb09-en0006-35-24908,w102,0
clueweb09-en0005-97-14746,w3,1
clueweb09-en0005-97-14746,w6,1
clueweb09-en0003-11-22610,w685,1
clueweb09-en0003-11-22610,w671,0
clueweb09-enwp00-60-11527,w19,1
clueweb09-enwp00-60-11527,w43,1
clueweb09-enwp01-25-01119,w108,1
clueweb09-enwp01-25-01119,w403,1
clueweb09-en0003-02-32115,w589,1
clueweb09-en0003-02-32115,w153,1
clueweb09-en0005-88-02861,w288,1
clueweb09-en0005-88-02861,w394,1
clueweb09-en0007-62-38098,w340,1
clueweb09-en0007-62-38098,w108,1
clueweb09-en0007-62-38099,w421,0
clueweb09-en0007-62-38099,w579,1
clueweb09-enwp01-06-10181,w589,0
clueweb09-enwp01-06-10181,w153,1
clueweb09-en0000-36-01495,w103,0
clueweb09-en0000-36-01495,w101,1
clueweb09-en0003-86-15904,w109,1
clueweb09-en0003-86-15904,w106,1
clueweb09-enwp02-13-05119,w306,1
clueweb09-enwp02-13-05119,w141,1
clueweb09-en0003-67-00911,w124,1
clueweb09-en0003-67-00911,w116,0
clueweb09-en0000-36-01499,w113,0
clueweb09-en0000-36-01499,w118,0
clueweb09-enwp01-80-15167,w102,0
clueweb09-enwp01-80-15167,w113,0
clueweb09-en0010-54-23687,w1,0
clueweb09-en0010-54-23687,w3,0
clueweb09-enwp01-58-11132,w497,0
clueweb09-enwp01-58-11132,w385,0
clueweb09-en0000-08-11902,w99,0
clueweb09-en0000-08-11902,w100,0
clueweb09-en0000-08-11900,w32,0
clueweb09-en0000-08-11900,w123,1
clueweb09-en0000-08-11901,w102,0
clueweb09-en0000-08-11901,w132,1
clueweb09-en0003-62-15621,w680,1
clueweb09-en0003-62-15621,w495,1
clueweb09-en0001-24-02788,w103,0
clueweb09-en0001-24-02788,w236,0
clueweb09-en0008-12-20505,w339,0
clueweb09-en0008-12-20505,w394,1
clueweb09-en0001-50-21556,w153,1
clueweb09-en0001-50-21556,w308,1
clueweb09-en0006-78-10229,w46,1
clueweb09-en0006-78-10229,w25,1
clueweb09-en0002-22-30445,w685,1
clueweb09-en0002-22-30445,w676,0
clueweb09-en0000-93-37894,w687,0
clueweb09-en0000-93-37894,w121,0
clueweb09-en0000-07-18057,w153,0
clueweb09-en0000-07-18057,w675,0
clueweb09-en0000-93-37891,w589,1
clueweb09-en0000-93-37891,w680,1
clueweb09-en0011-59-26595,w400,0
clueweb09-en0011-59-26595,w121,0
clueweb09-en0001-46-32480,w101,1
clueweb09-en0001-46-32480,w272,0
clueweb09-en0009-97-14237,w230,1
clueweb09-en0009-97-14237,w25,1
clueweb09-en0001-13-26087,w504,1
clueweb09-en0001-13-26087,w278,1
clueweb09-enwp01-08-02933,w108,1
clueweb09-enwp01-08-02933,w339,0
clueweb09-en0008-75-03385,w102,0
clueweb09-en0008-75-03385,w32,1
clueweb09-en0006-18-23655,w444,0
clueweb09-en0006-18-23655,w278,0
clueweb09-enwp00-08-03681,w153,1
clueweb09-enwp00-08-03681,w117,1
clueweb09-enwp01-01-04010,w140,1
clueweb09-enwp01-01-04010,w108,1
clueweb09-en0000-82-20922,w230,0
clueweb09-en0000-82-20922,w131,0
clueweb09-en0002-18-23424,w130,1
clueweb09-en0002-18-23424,w109,1
clueweb09-en0004-79-19642,w114,1
clueweb09-en0004-79-19642,w254,1
clueweb09-en0004-97-01219,w589,1
clueweb09-en0004-97-01219,w713,1
clueweb09-en0003-42-33656,w232,1
clueweb09-en0003-42-33656,w236,1
clueweb09-en0006-19-03196,w103,1
clueweb09-en0006-19-03196,w102,0
clueweb09-en0001-55-15206,w694,0
clueweb09-en0001-55-15206,w589,1
clueweb09-en0001-82-06900,w279,0
clueweb09-en0001-82-06900,w267,0
clueweb09-en0010-16-41578,w113,1
clueweb09-en0010-16-41578,w25,1
clueweb09-enwp01-95-12326,w108,1
clueweb09-enwp01-95-12326,w101,1
clueweb09-en0001-35-31186,w101,1
clueweb09-en0001-35-31186,w110,1
clueweb09-en0000-10-03737,w279,0
clueweb09-en0000-10-03737,w108,1
clueweb09-en0011-18-12994,w118,1
clueweb09-en0011-18-12994,w208,1
clueweb09-en0003-67-03675,w108,1
clueweb09-en0003-67-03675,w208,0
clueweb09-en0011-75-10386,w118,0
clueweb09-en0011-75-10386,w209,1
clueweb09-enwp00-39-08339,w293,1
clueweb09-enwp00-39-08339,w108,1
clueweb09-enwp01-12-00746,w151,1
clueweb09-enwp01-12-00746,w108,1
clueweb09-en0007-83-05092,w103,0
clueweb09-en0007-83-05092,w108,1
clueweb09-en0008-09-11853,w118,1
clueweb09-en0008-09-11853,w103,1
clueweb09-en0003-80-13994,w589,1
clueweb09-en0003-80-13994,w682,0
clueweb09-en0011-59-21682,w103,0
clueweb09-en0011-59-21682,w102,0
clueweb09-en0008-32-05957,w280,0
clueweb09-en0008-32-05957,w238,1
clueweb09-en0009-18-16723,w1,1
clueweb09-en0009-18-16723,w12,1
clueweb09-en0007-79-39023,w142,1
clueweb09-en0007-79-39023,w140,1
clueweb09-en0003-86-25510,w101,1
clueweb09-en0003-86-25510,w488,0
clueweb09-en0007-79-39026,w238,1
clueweb09-en0007-79-39026,w329,0
clueweb09-en0011-38-15702,w294,1
clueweb09-en0011-38-15702,w281,1
clueweb09-en0005-43-13308,w236,1
clueweb09-en0005-43-13308,w398,1
clueweb09-en0003-79-21188,w133,0
clueweb09-en0003-79-21188,w101,1
clueweb09-enwp01-42-04116,w669,1
clueweb09-en0009-26-15066,w1,1
clueweb09-en0009-26-15066,w3,1
clueweb09-en0000-40-15801,w1,1
clueweb09-en0003-49-24350,w343,0
clueweb09-en0003-49-24350,w280,1
clueweb09-en0007-33-25392,w77,1
clueweb09-en0007-33-25392,w589,1
clueweb09-en0006-22-12900,w108,1
